customer_id,revenue_usd,dropped_calls,unanswered_calls,threeway_calls,outbound_calls,inbound_calls,forwarded_calls,months_in_service,age,has_children,residence_area,customer_churned
1036245,48.245,4,38,1,12,4,0,17,0,0,Rural,0
1036247,30.29,1,5,0,2,4,0,19,41,1,Rural,0
1036249,33.625,0,6,0,3,0,0,23,0,0,Rural,0
1036250,110.475,0,0,0,0,0,0,17,36,0,Rural,0
1036251,89.25,4,64,0,24,16,0,19,49,0,Rural,0
1036255,52.245,3,10,0,9,1,0,23,0,0,Urban,0
1036259,35.79,0,0,0,0,0,0,19,23,0,Urban,0
1036261,23.64,27,103,0,37,3,0,23,0,0,Rural,0
1036264,89.205,5,21,1,19,7,0,17,29,0,Urban,0
1036266,133.645,0,0,0,0,0,0,17,43,0,Town,0
1036277,49.59,2,8,0,17,1,0,23,29,0,Urban,0
1036278,32.005,1,2,0,2,1,0,21,32,0,Town,0
1036279,36.42,15,27,0,5,0,0,23,47,0,Rural,0
1036282,131.425,0,0,0,0,0,0,19,40,0,Urban,0
1036283,89.795,3,22,0,52,21,0,17,27,0,Urban,0
1036287,88.255,18,58,0,115,19,0,17,0,0,Urban,0
1036289,34.71,6,40,0,10,5,0,23,25,0,Urban,0
1036292,7.39,0,0,0,0,0,0,23,41,0,Urban,0
1036295,86.805,0,0,0,0,0,0,17,23,1,Rural,0
1036299,44.98,0,0,0,0,0,0,17,0,0,Urban,0
1036308,212.616,0,0,0,0,0,0,23,23,0,Rural,0
1036310,62.425,0,0,0,0,0,0,17,0,0,Urban,0
1036313,46.1,11,13,2,14,3,0,17,32,1,Urban,0
1036314,105.245,3,9,0,4,0,0,21,0,0,Rural,0
1036316,30.03,0,12,0,5,0,0,21,54,0,Rural,0
1036321,38.125,3,16,0,19,3,0,17,43,0,Rural,0
1036323,32.69,0,16,0,4,1,0,21,0,0,Rural,0
1036327,37.195,6,25,0,109,36,0,21,0,0,Rural,0
1036333,9.85,5,12,0,0,0,0,19,27,0,Urban,0
1036336,9.85,1,1,0,4,0,0,23,38,1,Urban,0
1036339,38.275,5,11,0,12,0,0,19,49,1,Urban,0
1036341,72.12,12,57,3,32,0,0,19,41,1,Urban,0
1036343,90.565,9,78,1,104,13,0,19,45,0,Rural,0
1036345,30.15,2,0,0,5,0,0,17,25,0,Rural,0
1036347,57.895,20,73,0,39,1,0,21,22,0,Rural,0
1036352,45.065,2,14,0,17,1,0,17,22,0,Town,0
1036354,32.005,1,2,0,0,0,0,19,0,0,Rural,0
1036359,32.235,3,1,0,4,1,0,23,23,0,Rural,0
1036361,51.79,1,30,0,14,3,0,21,29,1,Rural,0
1036363,42.765,1,3,0,9,1,0,23,23,0,Urban,0
1036366,44.345,2,3,0,6,0,0,21,34,0,Urban,0
1036371,4.925,0,0,0,0,0,0,19,32,1,Rural,0
1036377,12.43,1,6,0,6,0,0,23,0,0,Rural,0
1036378,61.61,4,45,0,9,1,0,23,49,1,Rural,0
1036382,21.985,0,5,0,3,0,0,17,49,1,Rural,0
1036387,50.95,6,14,0,56,22,0,23,0,0,Urban,0
1036399,132.49,4,47,0,60,18,0,17,0,0,Rural,0
1036400,38.655,4,28,0,7,1,0,21,0,0,Rural,0
1036401,139.635,4,45,0,30,23,0,17,25,0,Rural,0
1036402,36.955,3,6,0,7,8,0,23,0,0,Urban,0
1036403,66.03,3,22,0,35,7,0,21,0,0,Rural,0
1036407,71.89,14,21,0,57,13,0,19,27,0,Urban,0
1036409,39.575,2,5,0,6,0,0,21,0,0,Rural,0
1036414,32.045,3,3,1,3,0,0,17,34,0,Urban,0
1036415,86.875,2,34,1,125,41,0,19,25,0,Rural,0
1036420,109.015,6,54,0,61,63,0,19,27,0,Rural,0
1036423,52.775,2,26,0,12,0,0,19,45,0,Town,0
1036425,49.155,1,2,0,13,7,0,21,32,0,Rural,0
1036426,33.38,2,1,0,0,0,0,19,45,0,Urban,0
1036429,61.275,1,21,0,12,0,0,23,0,0,Rural,0
1036443,33.54,1,17,0,17,5,0,23,0,0,Rural,0
1036447,35.465,6,38,0,6,0,0,23,0,0,Rural,0
1036448,24.4,1,4,0,5,0,0,23,34,1,Rural,0
1036453,98.275,4,9,0,37,10,0,19,40,0,Rural,0
1036456,29.98,0,0,0,4,0,0,17,50,0,Urban,0
1036458,44.09,3,18,0,31,26,0,17,0,0,Urban,0
1036461,29.88,3,13,0,7,0,0,19,34,0,Urban,0
1036466,58.3,2,5,2,28,4,0,17,25,0,Rural,0
1036474,60.855,18,128,1,100,39,0,23,0,0,Rural,0
1036479,89.71,1,59,0,33,3,0,17,52,1,Rural,0
1036480,32.8,3,9,0,38,22,0,23,47,1,Rural,0
1036482,141.71,99,1,0,50,5,0,21,36,0,Urban,0
1036483,68.965,15,60,2,45,9,0,19,0,0,Urban,0
1036485,88.145,8,77,2,114,14,0,19,27,1,Rural,0
1036488,62.78,6,21,0,11,3,0,23,47,0,Urban,0
1036490,41.255,6,0,1,17,10,0,21,41,0,Rural,0
1036496,10.095,3,11,0,22,5,0,21,38,0,Urban,0
1036497,53.005,11,141,0,9,0,0,19,0,0,Town,0
1036499,65.345,7,13,0,35,4,0,17,0,0,Rural,0
1036507,122.895,11,60,0,101,26,0,17,61,0,Urban,0
1036508,54.595,10,18,0,48,32,0,17,0,0,Rural,0
1036510,64.455,10,82,0,51,12,0,19,50,0,Urban,0
1036516,46.15,7,44,0,65,31,0,19,29,1,Urban,0
1036518,86.425,31,111,1,57,36,0,17,0,0,Rural,0
1036519,44.565,3,17,0,1,1,0,21,47,1,Rural,0
1036522,49.245,2,12,0,19,14,0,19,0,0,Urban,0
1036523,85.6,4,122,0,14,0,0,19,56,0,Rural,0
1036524,75.095,3,8,0,2,0,0,19,0,0,Urban,0
1036528,17.86,0,1,0,6,1,0,23,52,0,Urban,0
1036537,58.19,5,56,1,59,21,0,21,0,0,Urban,0
1036541,68.325,1,25,1,59,10,0,19,47,0,Rural,0
1036542,87.58,5,151,1,33,22,0,19,0,0,Rural,0
1036548,16.89,0,0,0,0,0,0,17,38,1,Urban,0
1036549,22.96,0,0,0,0,0,0,19,76,0,Rural,0
1036550,36.71,5,21,0,17,2,0,23,45,0,Rural,0
1036552,47.48,14,21,0,31,9,0,10,0,0,Rural,0
1036553,54.64,6,22,0,20,10,0,17,43,0,Rural,0
1036558,19.92,0,0,0,0,2,0,23,31,0,Rural,0
1036560,103.995,7,63,2,37,37,0,17,61,1,Rural,0
1036562,46.875,1,7,0,9,5,0,21,38,1,Urban,0
1036564,33.72,0,0,0,0,0,0,23,54,0,Rural,0
1036566,86.91,9,27,0,40,12,0,19,49,1,Rural,0
1036568,80.6,3,15,0,10,7,0,23,20,0,Urban,0
1036570,29.87,4,28,1,10,5,0,17,52,0,Rural,0
1036571,200.151,37,224,3,141,135,0,17,0,0,Urban,0
1036576,68.795,3,53,0,2,1,0,17,27,1,Urban,0
1036579,24.355,2,12,0,6,0,0,19,34,1,Rural,0
1036580,64.415,2,23,0,22,14,0,17,0,0,Rural,0
1036591,32.745,0,11,0,3,1,0,21,47,0,Rural,0
1036595,108.845,14,24,0,33,5,0,17,0,0,Rural,0
1036600,31.41,2,4,0,2,0,0,19,38,1,Town,0
1036603,42.44,0,9,0,9,0,0,21,25,0,Urban,0
1036610,89.87,3,32,0,12,7,0,21,29,0,Rural,0
1036613,50,0,5,0,4,0,0,17,38,1,Town,0
1036616,35.61,2,10,0,5,0,0,17,32,0,Rural,0
1036620,32.195,3,3,0,13,1,0,23,0,0,Rural,0
1036621,88.3,6,30,1,55,1,0,17,0,0,Urban,0
1036622,13.3,2,4,0,11,9,0,23,25,0,Town,0
1036626,108.075,3,34,0,20,2,0,21,41,0,Urban,0
1036627,55.16,3,41,0,20,11,0,17,34,1,Town,0
1036630,34.955,2,13,0,55,2,0,17,31,0,Rural,0
1036633,171.5715,20,42,2,106,41,0,21,0,0,Urban,0
1036638,88.92,6,21,0,45,9,0,19,0,0,Rural,0
1036644,11.405,1,5,0,8,2,0,17,45,1,Urban,0
1036650,92.785,3,15,0,36,2,0,21,45,1,Rural,0
1036651,20.66,0,2,0,3,2,0,19,36,0,Town,0
1036653,4.73,0,0,0,0,0,0,19,58,0,Urban,0
1036654,24.56,0,3,0,3,1,0,21,0,0,Rural,0
1036657,186.9345,7,174,1,177,165,31,21,0,0,Rural,0
1036658,47.465,0,20,0,10,0,0,19,0,0,Rural,0
1036660,52.8,1,2,0,15,1,0,19,38,0,Town,0
1036668,96.7,15,235,0,51,16,0,17,32,1,Rural,0
1036669,14.485,1,18,0,15,2,0,17,0,0,Rural,0
1036672,54.645,0,4,0,4,2,0,17,50,0,Urban,0
1036677,52.93,1,0,0,1,0,0,21,68,1,Town,0
1036680,35.565,1,23,0,11,5,0,21,0,0,Rural,0
1036681,60.985,2,12,0,6,1,0,21,34,0,Rural,0
1036684,63.145,14,57,0,10,32,0,21,27,0,Urban,0
1036688,34.47,3,20,0,10,7,0,19,38,1,Rural,0
1036695,12.15,2,6,1,20,16,0,19,43,0,Rural,0
1036696,114.445,16,42,0,41,5,0,17,56,0,Rural,0
1036697,68.845,3,8,0,8,0,0,21,50,1,Town,0
1036717,89.22,12,46,0,43,13,0,17,0,0,Urban,0
1036720,73.795,7,19,0,21,4,0,17,0,0,Rural,0
1036722,41.135,9,58,0,13,0,0,23,49,0,Rural,0
1036727,16.74,2,14,0,12,2,0,21,49,0,Rural,0
1036731,95.065,3,12,0,31,3,0,17,40,0,Town,0
1036740,48.1,6,37,1,28,4,0,17,38,0,Rural,0
1036748,44.13,2,41,0,6,0,0,21,31,1,Town,0
1036749,19.42,43,10,0,18,3,0,23,43,1,Urban,0
1036753,80.39,10,43,0,12,2,0,23,34,1,Urban,0
1036758,32.56,5,22,0,15,7,0,17,0,0,Rural,0
1036763,41.365,0,30,0,51,43,1,19,0,0,Rural,0
1036770,32.325,2,4,0,10,1,0,21,36,1,Urban,0
1036772,50.375,15,85,1,41,12,0,19,52,1,Urban,0
1036773,34.78,4,21,0,23,12,0,17,31,0,Urban,0
1036775,32.25,0,6,0,5,5,0,19,49,0,Town,0
1036777,91,2,33,0,58,1,0,21,27,0,Rural,0
1036779,19.73,2,12,0,21,0,0,23,43,0,Town,0
1036782,30.45,7,44,0,10,7,0,21,54,1,Urban,0
1036785,85.045,11,29,0,95,56,0,23,36,1,Urban,0
1036788,137.079,12,56,1,14,2,0,21,32,1,Rural,0
1036795,86.545,6,44,0,68,28,0,21,20,0,Rural,0
1036797,57.355,4,36,0,23,3,0,19,32,0,Urban,0
1036807,53.6,1,27,0,9,0,0,19,31,1,Urban,0
1036810,34.47,0,10,0,7,2,0,19,31,1,Rural,0
1036811,53.44,7,50,0,21,10,0,17,43,1,Rural,0
1036818,40.905,1,3,0,5,1,0,17,32,0,Urban,0
1036819,55.145,4,26,0,71,27,0,17,0,0,Rural,0
1036822,15.455,0,3,0,6,1,0,21,0,0,Town,0
1036834,32.385,1,4,0,6,1,0,17,31,0,Rural,0
1036837,32.005,2,13,1,9,1,0,19,40,1,Town,0
1036838,63.26,5,30,0,75,20,0,23,0,0,Town,0
1036840,36.04,3,14,0,17,2,0,19,0,0,Rural,0
1036842,78.815,9,28,0,29,7,0,19,29,0,Rural,0
1036844,32.005,6,0,0,12,0,0,21,41,1,Urban,0
1036846,30.41,0,2,0,7,1,0,21,47,0,Urban,0
1036852,46.365,6,42,0,42,7,0,19,27,0,Rural,0
1036854,99.945,5,51,4,63,21,0,19,0,0,Rural,0
1036855,33.74,1,3,0,2,0,0,21,49,1,Urban,0
1036857,32.25,2,64,0,8,0,0,19,45,1,Town,0
1036858,104.88,4,11,0,20,1,0,19,40,1,Town,0
1036864,35.695,3,13,0,11,40,0,23,43,0,Urban,0
1036869,117.93,9,23,0,70,52,0,19,0,0,Rural,0
1036871,49.92,3,10,9,17,0,0,17,59,0,Rural,0
1036874,40.64,0,1,0,0,0,0,21,0,0,Urban,0
1036876,56.955,7,6,0,44,3,0,19,0,0,Rural,0
1036877,29.165,0,3,0,2,0,0,19,54,0,Urban,0
1036880,32.29,2,8,0,2,5,0,17,41,1,Rural,0
1036884,47.27,0,5,0,5,0,0,23,41,1,Town,0
1036885,18.54,7,50,1,67,33,0,19,34,1,Urban,0
1036887,30.505,2,11,0,5,4,0,19,38,0,Town,0
1036893,107,1,27,0,3,0,0,17,29,0,Rural,0
1036894,29.81,0,1,0,3,3,0,17,49,1,Town,0
1036897,74.845,9,45,0,49,27,0,19,36,0,Urban,0
1036899,23.33,1,20,0,28,4,0,17,25,0,Rural,0
1036900,32.545,5,29,0,57,18,0,21,54,1,Urban,0
1036903,46.515,0,18,0,19,1,0,23,40,1,Urban,0
1036908,32.29,2,3,0,7,0,0,17,36,0,Urban,0
1036913,61.795,3,26,0,7,0,0,21,0,0,Urban,0
1036915,30.625,4,4,0,19,21,0,19,0,1,Rural,0
1036918,32.005,2,6,0,11,3,0,19,34,0,Town,0
1036926,40.99,5,46,0,17,15,0,23,47,1,Rural,0
1036929,89.185,5,31,1,17,6,0,17,29,0,Rural,0
1036931,59.595,3,28,0,28,13,0,23,20,0,Rural,0
1036933,31.74,4,24,0,15,6,0,19,38,1,Urban,0
1036935,70.345,8,43,1,44,2,0,19,31,0,Rural,0
1036938,16.55,2,11,0,39,7,0,21,23,1,Urban,0
1036940,29.81,4,10,0,17,2,0,17,56,1,Rural,0
1036945,29.115,8,97,3,69,38,0,21,45,1,Town,0
1036946,55.63,10,35,2,1,0,0,21,27,0,Rural,0
1036954,47.34,2,28,0,119,36,0,23,20,0,Town,0
1036959,138.14,13,70,1,38,9,0,23,32,0,Rural,0
1036965,34.955,1,11,0,11,3,0,21,23,0,Rural,0
1036975,44.555,2,6,0,6,2,0,19,25,0,Rural,0
1036976,29.81,1,3,0,1,0,0,17,56,0,Urban,0
1036979,89.52,29,118,1,109,8,0,21,36,0,Rural,0
1036981,18.715,8,20,0,12,4,0,19,29,1,Urban,0
1036982,83.62,1,11,0,5,0,0,21,0,0,Urban,0
1036984,47.64,4,45,0,0,0,0,19,52,0,Town,0
1036986,20.47,0,1,0,0,0,0,19,45,1,Town,0
1036998,44.18,16,43,2,25,11,0,21,40,0,Urban,0
1036999,34.345,1,2,0,7,1,0,19,22,0,Rural,0
1037000,47.175,8,43,8,73,92,0,23,27,0,Urban,0
1037001,84.12,2,15,1,13,12,0,17,0,0,Urban,0
1037006,32.635,0,0,0,0,0,0,21,34,0,Urban,0
1037009,26.48,12,78,0,107,21,0,17,0,0,Rural,0
1037010,76.4,34,68,3,45,2,0,17,40,0,Rural,0
1037012,30.94,2,37,0,20,4,0,17,49,0,Rural,0
1037020,148.7475,32,161,1,266,37,0,17,0,0,Town,0
1037033,61.305,1,39,0,8,6,0,19,29,0,Town,0
1037035,65.27,8,18,0,21,3,0,19,0,0,Rural,0
1037036,55.93,5,66,0,7,3,0,17,23,1,Urban,0
1037048,43.47,2,14,0,7,0,0,21,47,0,Town,0
1037052,42.295,8,3,0,63,19,0,17,41,0,Rural,0
1037066,88.16,4,71,0,60,6,0,21,0,0,Rural,0
1037068,56.145,1,41,0,12,9,0,23,23,0,Urban,0
1037069,17.13,0,4,0,4,1,0,23,40,0,Urban,0
1037070,77.905,5,12,0,42,17,0,21,0,0,Urban,0
1037072,32.66,1,9,0,23,5,0,21,0,0,Rural,0
1037074,11.2,2,9,0,8,6,0,21,25,1,Rural,0
1037078,14.19,0,0,0,0,0,0,21,34,0,Town,0
1037084,28.175,1,0,0,0,0,0,23,58,0,Rural,0
1037085,32.355,5,76,0,25,39,6,19,0,0,Rural,0
1037104,30.125,1,11,0,5,1,0,19,0,0,Urban,0
1037109,8.865,3,14,1,0,0,0,19,52,0,Urban,0
1037118,41.21,3,39,1,30,13,0,19,23,0,Urban,0
1037120,113.095,13,65,0,155,31,0,19,52,1,Town,0
1037123,18.59,0,3,0,0,0,0,23,23,0,Rural,0
1037126,36.475,0,0,0,0,0,0,17,40,1,Rural,0
1037127,66.73,5,47,0,35,4,0,23,0,0,Rural,0
1037128,122.125,7,42,0,75,19,0,17,31,0,Rural,0
1037131,78.29,4,85,1,70,16,0,21,36,0,Rural,0
1037132,32.29,1,9,0,5,7,0,17,22,0,Rural,0
1037134,36.835,1,7,0,8,0,0,17,25,0,Rural,0
1037135,52.595,9,17,0,25,1,0,17,47,1,Urban,0
1037139,32.005,1,3,0,3,0,0,23,41,0,Rural,0
1037140,20.58,1,1,0,0,0,0,23,61,0,Rural,0
1037145,40.585,1,5,0,3,0,0,23,50,1,Town,0
1037148,37.975,0,0,0,0,1,0,19,59,0,Urban,0
1037150,32.99,0,0,0,0,0,0,23,0,0,Rural,0
1037151,89.205,3,33,0,59,4,0,17,0,0,Urban,0
1037152,22.895,0,2,0,0,0,0,19,0,0,Rural,0
1037153,32.25,4,11,0,13,1,1,19,0,0,Urban,0
1037157,134.91,27,244,6,110,85,0,17,50,0,Urban,0
1037163,56.235,5,16,1,63,50,0,19,22,0,Rural,0
1037168,39.93,11,25,0,64,27,0,17,20,0,Rural,0
1037170,149.13,4,15,0,113,20,0,19,45,0,Rural,0
1037174,29.545,0,1,0,4,0,0,23,45,0,Town,0
1037175,76.25,9,64,0,47,20,0,19,23,0,Town,0
1037176,38.28,3,23,0,29,6,0,19,50,1,Urban,0
1037178,29.545,0,1,0,2,0,0,19,32,0,Town,0
1037179,43.08,0,1,1,3,0,0,19,38,1,Rural,0
1037182,30.275,1,3,0,9,3,0,21,38,0,Urban,0
1037184,30.715,1,3,0,0,0,0,23,58,0,Urban,0
1037193,131.345,3,64,1,51,17,0,19,49,0,Rural,0
1037195,44.9,2,48,0,58,13,0,23,29,0,Urban,0
1037201,30.92,1,8,0,2,0,0,19,36,1,Urban,0
1037206,9.85,0,5,0,8,5,0,21,36,1,Rural,0
1037209,53.17,8,60,1,40,1,0,19,36,1,Town,0
1037211,31.39,2,19,0,4,0,0,23,50,0,Town,0
1037212,12.31,1,8,0,12,6,0,17,43,1,Rural,0
1037214,40.91,0,2,0,3,3,0,21,0,0,Urban,0
1037222,84.265,3,11,0,19,5,0,17,45,1,Urban,0
1037223,83.11,4,101,0,26,14,0,21,52,1,Rural,0
1037224,52.18,6,21,1,24,4,0,21,34,1,Town,0
1037227,49.21,3,40,0,30,9,0,23,29,0,Urban,0
1037236,141.5925,12,58,1,66,22,0,17,22,0,Urban,0
1037237,52.82,5,50,0,37,18,0,21,29,0,Rural,0
1037240,89.085,5,40,0,53,29,0,17,32,1,Rural,0
1037243,33.34,3,12,0,22,8,0,21,41,1,Urban,0
1037246,12.755,1,34,0,22,2,0,21,40,1,Rural,0
1037247,49.495,0,3,0,3,0,0,19,36,0,Town,0
1037252,45.545,0,9,0,12,13,0,21,31,1,Rural,0
1037253,49.21,3,14,0,39,0,0,19,0,0,Urban,0
1037265,13.295,2,9,0,3,1,0,19,38,0,Urban,0
1037267,33.26,1,7,0,16,2,0,23,0,0,Town,0
1037270,63.15,9,25,1,27,9,0,21,36,1,Rural,0
1037272,88.83,6,50,0,26,5,0,23,0,0,Town,0
1037275,32.975,2,5,0,7,0,0,21,52,0,Rural,0
1037276,91.625,10,30,0,16,3,0,17,0,1,Rural,0
1037278,66.455,3,22,0,35,12,0,19,25,1,Urban,0
1037282,52.635,7,21,1,90,25,0,17,0,0,Rural,0
1037288,95.7,4,8,0,22,0,0,19,34,0,Urban,0
1037289,48.28,2,15,2,6,2,0,23,47,1,Rural,0
1037291,46.965,1,36,0,1,0,0,17,22,0,Rural,0
1037295,49.825,1,11,1,11,3,0,19,27,0,Town,0
1037297,18.71,0,0,0,0,0,0,23,45,0,Urban,0
1037311,16.55,5,13,0,36,10,0,23,25,0,Town,0
1037314,28.555,4,13,1,15,5,0,23,27,0,Rural,0
1037315,49.695,1,3,0,0,0,0,17,38,1,Rural,0
1037316,35.205,2,0,0,0,1,0,19,52,1,Urban,0
1037317,183.339,3,30,0,46,11,0,21,0,0,Rural,0
1037320,17.945,1,17,1,17,8,0,21,0,0,Rural,0
1037328,32.29,1,5,0,12,3,0,17,0,0,Rural,0
1037336,52.95,2,5,1,21,10,0,19,32,0,Town,0
1037337,69.095,3,26,1,51,54,0,17,38,1,Rural,0
1037341,4.925,0,0,0,0,0,0,21,49,0,Urban,0
1037345,75.575,1,14,0,9,8,0,23,38,0,Town,0
1037357,35.705,0,2,0,5,1,0,19,22,0,Rural,0
1037363,60.765,7,31,2,32,16,0,17,0,0,Rural,0
1037366,122.045,5,38,0,99,13,0,19,20,1,Rural,0
1037372,57.56,6,16,2,22,0,0,23,54,0,Rural,0
1037376,34.47,1,5,0,10,1,0,21,0,0,Urban,0
1037378,38.335,0,15,0,4,0,0,21,74,0,Urban,0
1037379,14.66,4,27,0,1,1,0,23,54,1,Town,0
1037380,73.87,5,77,0,39,5,0,19,43,0,Urban,0
1037388,52.41,0,0,0,0,0,0,23,0,0,Urban,0
1037393,90.705,11,115,0,69,35,0,17,34,0,Rural,0
1037394,31.015,3,13,0,32,0,0,23,27,0,Urban,0
1037396,34.78,4,14,0,3,0,0,17,34,0,Rural,0
1037399,32.25,1,16,0,15,7,0,19,34,1,Urban,0
1037402,29.88,0,5,0,7,1,0,21,47,0,Urban,0
1037403,64.965,3,35,0,47,89,0,19,0,0,Rural,0
1037409,127.9,19,89,0,59,26,0,21,41,1,Rural,0
1037410,54.47,6,34,0,39,22,0,19,0,0,Rural,0
1037413,89.43,4,48,0,32,1,0,19,0,0,Urban,0
1037414,33.875,3,9,0,37,11,0,19,23,0,Rural,0
1037417,40.155,3,42,0,28,8,0,17,0,0,Urban,0
1037420,62.58,5,32,0,19,3,0,23,29,1,Rural,0
1037432,74.11,10,47,0,35,19,0,23,43,0,Rural,0
1037433,62.045,1,3,0,10,4,0,17,47,0,Urban,0
1037438,47.185,0,1,0,0,0,0,21,23,0,Urban,0
1037440,91.515,24,99,0,70,18,0,17,0,0,Town,0
1037442,43.18,3,51,0,7,2,0,23,0,0,Town,0
1037451,62.335,0,12,2,12,0,0,19,47,0,Urban,0
1037453,198.0225,2,31,0,94,16,0,21,40,0,Urban,0
1037457,5.175,0,0,0,0,0,0,21,38,0,Rural,0
1037458,55.4,2,0,0,5,0,0,23,50,1,Rural,0
1037462,104.46,13,24,0,49,4,0,18,43,0,Town,0
1037464,54.04,14,78,0,41,5,0,21,25,0,Rural,0
1037466,32.91,3,56,0,1,0,0,17,0,0,Rural,0
1037467,42.955,12,80,5,35,5,0,23,50,1,Town,0
1037474,40.745,0,1,0,12,3,0,19,31,0,Rural,0
1037486,83.41,3,9,0,32,2,0,23,25,0,Rural,0
1037487,83.2,7,29,0,33,2,0,21,0,0,Rural,0
1037488,34.685,0,2,0,0,0,0,21,56,0,Urban,0
1037492,89.16,21,193,0,145,43,0,23,23,0,Rural,0
1037493,66.605,1,36,0,11,11,0,17,20,0,Urban,0
1037499,33.53,3,31,0,7,0,0,23,38,1,Urban,0
1037500,44.125,3,28,0,5,0,0,21,0,0,Rural,0
1037507,143.4375,18,65,0,69,31,0,17,29,1,Urban,0
1037514,104.725,13,61,0,11,0,0,19,49,1,Urban,0
1037515,90.285,5,118,1,29,8,0,21,25,0,Rural,0
1037518,49.25,1,4,0,3,0,0,19,38,0,Urban,0
1037527,51.075,2,37,0,13,2,0,23,36,0,Urban,0
1037529,45.28,3,52,0,66,17,0,17,0,0,Urban,0
1037533,47.79,1,13,0,5,0,0,21,0,0,Rural,0
1037536,52.315,5,58,0,49,11,0,23,0,0,Rural,0
1037537,46.49,2,17,0,2,0,0,19,40,0,Town,0
1037539,29.81,1,3,0,1,1,0,17,58,0,Rural,0
1037541,64.075,13,48,0,160,74,0,19,49,1,Urban,0
1037545,63.55,21,112,1,73,24,0,17,0,0,Rural,0
1037551,30.065,13,99,0,37,1,0,21,29,1,Town,0
1037556,63.155,7,33,0,26,11,0,19,38,0,Urban,0
1037561,67.955,1,7,2,30,1,0,17,43,1,Rural,0
1037562,76.505,35,76,0,36,19,0,23,0,0,Rural,0
1037564,113.145,13,83,0,34,11,0,21,29,0,Rural,0
1037575,25.595,2,5,0,5,0,0,19,36,1,Rural,0
1037580,46.76,0,1,0,0,0,0,17,58,0,Rural,0
1037585,39.87,10,21,0,14,0,0,21,40,0,Rural,0
1037595,29.81,1,1,0,11,1,0,17,0,0,Urban,0
1037597,48.77,1,18,0,24,8,0,23,50,0,Urban,0
1037603,60.545,3,12,0,29,3,0,23,0,0,Urban,0
1037606,37.56,1,38,0,13,2,0,23,36,0,Rural,0
1037616,60.455,18,25,0,42,5,0,19,0,0,Rural,0
1037626,106.995,19,31,1,29,3,0,19,54,0,Urban,0
1037630,34.955,2,24,0,2,1,0,19,27,1,Town,0
1037638,73.87,9,43,0,17,3,0,21,32,0,Rural,0
1037641,37.81,1,12,0,8,4,0,19,31,0,Urban,0
1037643,11.145,0,0,0,0,0,0,21,52,0,Town,0
1037644,36.92,1,8,0,1,1,0,21,43,1,Rural,0
1037647,66.725,3,23,0,23,4,0,19,45,1,Urban,0
1037649,44.745,4,12,0,4,0,0,23,0,0,Rural,0
1037651,53.64,0,8,0,13,1,0,17,23,0,Town,0
1037653,50.395,3,4,0,38,11,0,17,0,0,Rural,0
1037661,33.345,5,23,0,3,1,0,19,32,0,Rural,0
1037662,50.81,3,55,1,26,3,0,23,49,0,Rural,0
1037672,69.31,2,61,0,9,0,0,19,20,0,Rural,0
1037674,75.77,4,96,1,49,11,0,19,29,0,Rural,0
1037679,30.35,0,0,0,0,0,0,21,45,1,Urban,0
1037681,52.18,1,10,0,10,2,0,21,40,1,Town,0
1037683,124.325,7,45,0,65,9,0,23,0,0,Rural,0
1037691,66.675,48,219,10,236,38,0,21,0,0,Rural,0
1037692,89.525,10,126,0,118,77,0,17,0,0,Rural,0
1037698,49.495,1,8,0,20,13,0,21,25,0,Rural,0
1037700,19.87,0,0,0,0,0,0,17,63,0,Rural,0
1037702,34.57,2,38,1,19,21,0,23,47,0,Town,0
1037705,50.21,1,22,0,18,30,0,23,38,1,Urban,0
1037706,32.29,0,2,0,3,1,0,17,32,0,Rural,0
1037707,61.55,7,41,0,136,44,0,19,23,0,Rural,0
1037727,49.5,2,2,0,15,5,0,21,43,1,Rural,0
1037731,32.25,0,0,0,0,0,0,19,0,0,Urban,0
1037734,29.545,2,6,0,13,1,0,19,50,0,Urban,0
1037735,68.97,15,60,1,40,13,0,17,52,1,Rural,0
1037738,34.72,2,6,0,2,3,0,19,31,1,Town,0
1037739,61.31,2,34,1,17,1,0,23,43,1,Rural,0
1037746,0.975,0,3,0,3,1,0,23,49,0,Urban,0
1037748,64.54,7,40,1,36,10,0,17,0,0,Town,0
1037751,50.22,7,13,1,22,5,0,19,40,0,Urban,0
1037752,54.865,5,26,0,13,12,0,17,20,0,Rural,0
1037755,49.57,2,8,0,14,0,0,19,31,0,Rural,0
1037760,50.405,5,33,0,27,2,0,17,23,0,Rural,0
1037765,32.29,1,7,0,7,1,0,17,0,0,Rural,0
1037766,33.105,0,4,0,3,0,0,21,47,0,Rural,0
1037767,33.26,3,17,0,10,2,0,21,23,0,Urban,0
1037769,121.435,9,53,0,81,47,0,19,36,0,Urban,0
1037771,47.38,4,24,0,47,7,0,17,43,0,Rural,0
1037772,4.925,0,0,0,0,0,0,19,31,0,Rural,0
1037775,46.33,4,18,0,46,4,0,19,0,0,Rural,0
1037780,88.69,10,82,0,60,10,0,17,0,0,Rural,0
1037789,42.84,3,16,0,24,1,0,23,0,0,Rural,0
1037793,49.25,1,8,0,3,0,0,23,52,0,Rural,0
1037811,56.63,11,115,0,26,10,0,17,0,0,Rural,0
1037816,34.995,1,13,0,4,1,0,19,68,0,Rural,0
1037819,43.705,3,19,0,13,6,0,21,0,0,Rural,0
1037823,36.35,0,8,0,3,0,0,23,49,0,Rural,0
